entry_time,exit_time,side,mode,entry,exit,pnl,reason
2025-12-03 07:31:27.318521,2025-10-14 05:27:00,SHORT,SNIPER_FVG,244.84,244.92,-0.23607999999995305,STOP_LOSS
2025-12-03 07:31:27.321384,2025-10-14 05:30:00,SHORT,SNIPER_FVG,244.8,244.92,-0.35411999999992955,STOP_LOSS
2025-12-03 07:31:27.322146,2025-10-14 05:37:00,SHORT,SNIPER_FVG,244.74,244.92,-0.5311799999999363,STOP_LOSS
2025-12-03 07:31:27.317064,2025-10-14 06:32:00,SHORT,SCALP_BB,244.55,240.88175,3.6132262500000003,TAKE_PROFIT
2025-12-03 07:31:27.297137,2025-10-14 06:34:00,SHORT,TREND_FOLLOWING,242.89,239.24665,7.228406399999996,TAKE_PROFIT
2025-12-03 07:31:27.331775,2025-10-14 06:39:00,SHORT,SNIPER_FVG,239.79,240.5,-2.1612400000000243,STOP_LOSS
2025-12-03 07:31:27.341251,2025-10-14 07:36:00,SHORT,SNIPER_FVG,244.78,244.92,-0.4164999999999594,STOP_LOSS
2025-12-03 07:31:27.341430,2025-10-14 09:13:00,SHORT,SCALP_BB,244.94,241.2659,3.64103310000001,TAKE_PROFIT
2025-12-03 07:31:27.372406,2025-10-14 10:42:00,SHORT,SNIPER_FVG,244.72,244.92,-0.5971999999999661,STOP_LOSS
2025-12-03 07:31:27.332089,2025-10-14 10:45:00,SHORT,TREND_FOLLOWING,241.39,246.21779999999998,-9.708705799999994,STOP_LOSS
2025-12-03 07:31:27.379622,2025-10-14 11:31:00,SHORT,SNIPER_FVG,244.65,244.92,-0.7978499999999462,STOP_LOSS
2025-12-03 07:31:27.382658,2025-10-14 12:12:00,SHORT,SCALP_BB,247.18,250.8877,-3.6112997999999887,STOP_LOSS
2025-12-03 07:31:27.385869,2025-10-14 12:20:00,LONG,TREND_FOLLOWING,249.67,253.41504999999995,7.22420144999993,TAKE_PROFIT
2025-12-03 07:31:27.387739,2025-10-14 12:20:00,SHORT,SNIPER_FVG,251.27,252.61,-3.8377600000000096,STOP_LOSS
2025-12-03 07:31:27.390984,2025-10-14 12:51:00,SHORT,SNIPER_FVG,252.36,252.61,-0.7155,STOP_LOSS
2025-12-03 07:31:27.394645,2025-10-14 13:09:00,LONG,SCALP_BB,247.98,251.69969999999998,3.608108999999989,TAKE_PROFIT
2025-12-03 07:31:27.396776,2025-10-14 13:12:00,SHORT,SNIPER_FVG,252.12,252.61,-1.4077700000000262,STOP_LOSS
2025-12-03 07:31:27.397910,2025-10-14 13:18:00,SHORT,SNIPER_FVG,252.6,252.61,-0.028630000000055333,STOP_LOSS
2025-12-03 07:31:27.401392,2025-10-14 13:43:00,SHORT,SNIPER_FVG,252.6,252.61,-0.028630000000055333,STOP_LOSS
2025-12-03 07:31:27.402611,2025-10-14 13:49:00,SHORT,SNIPER_FVG,252.6,252.61,-0.028630000000055333,STOP_LOSS
2025-12-03 07:31:27.422586,2025-10-14 16:48:00,SHORT,SNIPER_FVG,251.42,252.61,-3.422440000000075,STOP_LOSS
2025-12-03 07:31:27.436928,2025-10-14 17:27:00,SHORT,SNIPER_FVG,252.07,252.61,-1.5438600000000584,STOP_LOSS
2025-12-03 07:31:27.437844,2025-10-14 17:30:00,SHORT,SNIPER_FVG,252.51,252.61,-0.2849000000000648,STOP_LOSS
2025-12-03 07:31:27.438629,2025-10-14 17:35:00,SHORT,SNIPER_FVG,252.57,252.61,-0.11392000000005828,STOP_LOSS
2025-12-03 07:31:27.388828,2025-10-14 19:26:00,LONG,TREND_FOLLOWING,251.8,255.577,7.2216239999999745,TAKE_PROFIT
2025-12-03 07:31:27.456672,2025-10-14 19:26:00,SHORT,SNIPER_FVG,255.52,255.61,-0.2533500000000096,STOP_LOSS
2025-12-03 07:31:27.462860,2025-10-14 21:29:00,SHORT,SNIPER_FVG,255.3,251.47050000000002,10.86429149999999,TAKE_PROFIT
2025-12-03 07:31:27.479889,2025-10-14 21:49:00,SHORT,SNIPER_FVG,252.23,252.61,-1.1035200000000693,STOP_LOSS
2025-12-03 07:31:27.487138,2025-10-14 22:25:00,SHORT,SNIPER_FVG,255.32,255.61,-0.8311400000000587,STOP_LOSS
2025-12-03 07:31:27.492129,2025-10-14 23:46:00,SHORT,SNIPER_FVG,255.54,251.7069,10.966499100000005,TAKE_PROFIT
2025-12-03 07:31:27.501567,2025-10-14 23:53:00,SHORT,SNIPER_FVG,252.22,252.61,-1.1430900000000432,STOP_LOSS
2025-12-03 07:31:27.502092,2025-10-14 23:55:00,SHORT,SNIPER_FVG,252.61,252.61,0.0,STOP_LOSS
2025-12-03 07:31:27.502622,2025-10-15 00:10:00,SHORT,SNIPER_FVG,252.46,252.61,-0.4387500000000166,STOP_LOSS
2025-12-03 07:31:27.512546,2025-10-15 01:00:00,SHORT,SNIPER_FVG,255.41,255.61,-0.5780000000000494,STOP_LOSS
2025-12-03 07:31:27.519977,2025-10-15 02:40:00,SHORT,SNIPER_FVG,255.45,255.61,-0.4620800000000722,STOP_LOSS
2025-12-03 07:31:27.530640,2025-10-15 03:11:00,SHORT,SNIPER_FVG,255.4,255.61,-0.606270000000023,STOP_LOSS
2025-12-03 07:31:27.535602,2025-10-15 03:15:00,SHORT,SNIPER_FVG,255.58,255.61,-0.08649000000000327,STOP_LOSS
2025-12-03 07:31:27.540344,2025-10-15 03:49:00,SHORT,SNIPER_FVG,255.47,255.61,-0.4037600000000426,STOP_LOSS
2025-12-03 07:31:27.493980,2025-10-15 04:15:00,LONG,SCALP_BB,253.91,257.71864999999997,3.6563039999999725,TAKE_PROFIT
2025-12-03 07:31:27.458932,2025-10-15 04:32:00,LONG,TREND_FOLLOWING,256.06,259.9009,7.243937399999955,TAKE_PROFIT
2025-12-03 07:31:27.549529,2025-10-15 05:32:00,LONG,TREND_FOLLOWING,261.17,255.94660000000002,-9.929683399999996,STOP_LOSS
2025-12-03 07:31:27.561039,2025-10-15 08:29:00,LONG,SCALP_BB,255.63,251.79555,-3.6849064500000037,STOP_LOSS
2025-12-03 07:31:27.573750,2025-10-15 08:32:00,SHORT,TREND_FOLLOWING,254.31,250.49535,7.373718450000001,TAKE_PROFIT
2025-12-03 07:31:27.588542,2025-10-15 09:50:00,SHORT,TREND_FOLLOWING,250.09,246.33865,7.4014135500000044,TAKE_PROFIT
2025-12-03 07:31:27.600744,2025-10-15 11:36:00,SHORT,TREND_FOLLOWING,247.8,244.083,7.456302000000025,TAKE_PROFIT
2025-12-03 07:31:27.639762,2025-10-15 13:25:00,SHORT,SNIPER_FVG,240.43,240.5,-0.2186799999999787,STOP_LOSS
2025-12-03 07:31:27.617737,2025-10-15 13:32:00,SHORT,TREND_FOLLOWING,243.99,240.33015,7.510012200000012,TAKE_PROFIT
2025-12-03 07:31:27.640412,2025-10-15 13:37:00,SHORT,SNIPER_FVG,240.42,240.5,-0.24992000000003908,STOP_LOSS
2025-12-03 07:31:27.642596,2025-10-15 13:42:00,SHORT,SNIPER_FVG,240.46,240.5,-0.12583999999997497,STOP_LOSS
2025-12-03 07:31:27.662852,2025-10-15 15:56:00,SHORT,SNIPER_FVG,240.44,240.5,-0.18876000000000714,STOP_LOSS
2025-12-03 07:31:27.653588,2025-10-15 16:30:00,SHORT,SCALP_BB,242.26,238.62609999999998,3.7828899000000114,TAKE_PROFIT
2025-12-03 07:31:27.669875,2025-10-15 16:42:00,SHORT,SNIPER_FVG,239.7,240.5,-2.533600000000036,STOP_LOSS
2025-12-03 07:31:27.670655,2025-10-15 16:48:00,SHORT,SNIPER_FVG,240.44,240.5,-0.18894000000000716,STOP_LOSS
2025-12-03 07:31:27.674017,2025-10-15 17:28:00,SHORT,SNIPER_FVG,240.37,240.5,-0.4093699999999857,STOP_LOSS
2025-12-03 07:31:27.682028,2025-10-15 18:13:00,SHORT,SNIPER_FVG,239.48,240.5,-3.2232000000000323,STOP_LOSS
2025-12-03 07:31:27.691909,2025-10-15 19:06:00,SHORT,SNIPER_FVG,240.49,240.5,-0.03135999999997148,STOP_LOSS
2025-12-03 07:31:27.744248,2025-10-16 00:02:00,SHORT,SNIPER_FVG,240.49,240.5,-0.03135999999997148,STOP_LOSS
2025-12-03 07:31:27.745829,2025-10-16 00:04:00,SHORT,SNIPER_FVG,240.4,240.5,-0.31369999999998216,STOP_LOSS
2025-12-03 07:31:27.746355,2025-10-16 00:10:00,SHORT,SNIPER_FVG,240.26,240.5,-0.7531200000000285,STOP_LOSS
2025-12-03 07:31:27.757976,2025-10-16 01:35:00,SHORT,SNIPER_FVG,239.56,240.5,-2.956299999999993,STOP_LOSS
2025-12-03 07:31:27.765014,2025-10-16 02:07:00,SHORT,SNIPER_FVG,240.49,240.5,-0.03123999999997159,STOP_LOSS
2025-12-03 07:31:27.765784,2025-10-16 02:12:00,SHORT,SNIPER_FVG,240.38,240.5,-0.3750000000000142,STOP_LOSS
2025-12-03 07:31:27.790332,2025-10-16 05:16:00,SHORT,SNIPER_FVG,239.79,240.5,-2.223720000000025,STOP_LOSS
2025-12-03 07:31:27.701888,2025-10-16 05:34:00,LONG,SCALP_BB,241.37,237.74945,-3.772613100000009,STOP_LOSS
2025-12-03 07:31:27.641660,2025-10-16 05:35:00,SHORT,TREND_FOLLOWING,239.87,236.27195,7.5666991500000025,TAKE_PROFIT
2025-12-03 07:31:27.801346,2025-10-16 05:45:00,SHORT,SNIPER_FVG,240.08,240.5,-1.3158599999999607,STOP_LOSS
2025-12-03 07:31:27.801522,2025-10-16 05:46:00,SHORT,SNIPER_FVG,240.5,240.5,0.0,STOP_LOSS
2025-12-03 07:31:27.801688,2025-10-16 06:18:00,LONG,TREND_FOLLOWING,241.26,244.87889999999996,7.512836399999934,TAKE_PROFIT
2025-12-03 07:31:27.806206,2025-10-16 06:18:00,SHORT,SNIPER_FVG,244.64,244.92,-0.8596000000000035,STOP_LOSS
2025-12-03 07:31:27.828198,2025-10-16 10:08:00,SHORT,SNIPER_FVG,244.7,241.02949999999998,11.341845000000012,TAKE_PROFIT
2025-12-03 07:31:27.806832,2025-10-16 10:17:00,LONG,TREND_FOLLOWING,244.54,239.64919999999998,-10.079938800000026,STOP_LOSS
2025-12-03 07:31:27.844900,2025-10-16 10:39:00,SHORT,SNIPER_FVG,239.94,240.5,-1.766800000000007,STOP_LOSS
2025-12-03 07:31:27.855543,2025-10-16 11:23:00,SHORT,SNIPER_FVG,240.5,240.5,0.0,STOP_LOSS
2025-12-03 07:31:27.846332,2025-10-16 12:00:00,SHORT,TREND_FOLLOWING,239.24,235.6514,7.571946000000029,TAKE_PROFIT
2025-12-03 07:31:27.887675,2025-10-16 15:21:00,SHORT,SCALP_BB,236.63,233.08055,3.8085598500000075,TAKE_PROFIT
2025-12-03 07:31:27.862917,2025-10-16 15:39:00,SHORT,TREND_FOLLOWING,235.06,231.5341,7.612418100000014,TAKE_PROFIT
2025-12-03 07:31:27.899301,2025-10-16 16:34:00,SHORT,SCALP_BB,233.47,229.96795,3.8487529499999966,TAKE_PROFIT
2025-12-03 07:31:27.912044,2025-10-16 17:17:00,SHORT,SNIPER_FVG,228.42,229.06,-2.16512000000005,STOP_LOSS
2025-12-03 07:31:27.914231,2025-10-16 17:24:00,SHORT,SNIPER_FVG,228.9,229.06,-0.5390399999999885,STOP_LOSS
2025-12-03 07:31:27.914959,2025-10-16 17:31:00,SHORT,SNIPER_FVG,229.06,229.06,0.0,STOP_LOSS
2025-12-03 07:31:27.897109,2025-10-16 18:10:00,SHORT,TREND_FOLLOWING,231.52,228.0472,7.699197600000015,TAKE_PROFIT
2025-12-03 07:31:27.919464,2025-10-16 18:30:00,SHORT,SNIPER_FVG,228.88,225.4468,11.563017599999997,TAKE_PROFIT
2025-12-03 07:31:27.926356,2025-10-16 21:07:00,SHORT,SNIPER_FVG,225.37,226.48,-3.8672399999999483,STOP_LOSS
2025-12-03 07:31:27.952869,2025-10-16 21:15:00,SHORT,SNIPER_FVG,226.41,226.48,-0.24191999999997643,STOP_LOSS
2025-12-03 07:31:27.956908,2025-10-16 23:36:00,SHORT,SNIPER_FVG,226.19,222.79715,11.732475300000035,TAKE_PROFIT
2025-12-03 07:31:27.960893,2025-10-17 00:54:00,LONG,SCALP_BB,224.61,221.24085000000002,-3.911583149999989,STOP_LOSS
2025-12-03 07:31:27.932750,2025-10-17 02:27:00,SHORT,TREND_FOLLOWING,223.27,219.92095,7.8535222500000135,TAKE_PROFIT
2025-12-03 07:31:27.977443,2025-10-17 02:27:00,SHORT,SNIPER_FVG,222.91,219.56635,11.863270199999988,TAKE_PROFIT
2025-12-03 07:31:28.009880,2025-10-17 03:24:00,SHORT,TREND_FOLLOWING,216.32,213.0752,8.027635199999995,TAKE_PROFIT
2025-12-03 07:31:28.014997,2025-10-17 03:44:00,SHORT,TREND_FOLLOWING,212.77,209.57845,8.087387700000017,TAKE_PROFIT
2025-12-03 07:31:28.017174,2025-10-17 04:14:00,SHORT,SNIPER_FVG,209.94,206.7909,12.133482300000017,TAKE_PROFIT
2025-12-03 07:31:28.018709,2025-10-17 04:14:00,SHORT,TREND_FOLLOWING,209.42,206.2787,8.148532200000002,TAKE_PROFIT
2025-12-03 07:31:28.023149,2025-10-17 05:31:00,SHORT,SNIPER_FVG,204.92,207.35,-9.843930000000029,STOP_LOSS
2025-12-03 07:31:28.027061,2025-10-17 05:33:00,SHORT,TREND_FOLLOWING,203.61,207.68220000000002,-11.068239600000025,STOP_LOSS
2025-12-03 07:31:28.035990,2025-10-17 06:23:00,SHORT,SNIPER_FVG,208.44,205.3134,12.215626199999985,TAKE_PROFIT
2025-12-03 07:31:28.043774,2025-10-17 07:04:00,SHORT,SNIPER_FVG,206.05,207.35,-5.196099999999932,STOP_LOSS
2025-12-03 07:31:28.050067,2025-10-17 07:09:00,SHORT,SNIPER_FVG,207.24,207.35,-0.43504999999994154,STOP_LOSS
2025-12-03 07:31:28.043610,2025-10-17 07:13:00,SHORT,TREND_FOLLOWING,205.46,209.5692,-10.979782399999966,STOP_LOSS
2025-12-03 07:31:28.051309,2025-10-17 07:17:00,SHORT,SNIPER_FVG,209.69,211.88,-8.47091999999999,STOP_LOSS
2025-12-03 07:31:28.052404,2025-10-17 07:24:00,SHORT,SNIPER_FVG,211.66,211.88,-0.8364399999999957,STOP_LOSS
2025-12-03 07:31:28.053324,2025-10-17 08:49:00,SHORT,SNIPER_FVG,211.87,208.69195,12.06387780000005,TAKE_PROFIT
2025-12-03 07:31:28.055177,2025-10-17 09:15:00,LONG,SCALP_BB,210.29,207.13565,-4.0217962499999915,STOP_LOSS
2025-12-03 07:31:28.068674,2025-10-17 09:47:00,SHORT,TREND_FOLLOWING,208.15,205.02775,8.133461250000021,TAKE_PROFIT
2025-12-03 07:31:28.069011,2025-10-17 09:47:00,SHORT,SNIPER_FVG,208.29,205.16565,12.19746239999997,TAKE_PROFIT
2025-12-03 07:31:28.076746,2025-10-17 10:07:00,SHORT,SNIPER_FVG,208.21,205.08685,12.383289750000039,TAKE_PROFIT
2025-12-03 07:31:28.076411,2025-10-17 10:18:00,SHORT,TREND_FOLLOWING,206.45,203.35324999999997,8.255935500000039,TAKE_PROFIT
2025-12-03 07:31:28.081870,2025-10-17 10:39:00,SHORT,SNIPER_FVG,203.88,200.8218,12.615074999999997,TAKE_PROFIT
2025-12-03 07:31:28.085368,2025-10-17 12:03:00,SHORT,SNIPER_FVG,202.54,207.35,-20.19719000000001,STOP_LOSS
2025-12-03 07:31:28.087781,2025-10-17 12:03:00,SHORT,TREND_FOLLOWING,202.85,206.90699999999998,-11.339314999999965,STOP_LOSS
2025-12-03 07:31:28.102662,2025-10-17 12:54:00,LONG,SCALP_BB,205.39,202.30915,-4.134500699999998,STOP_LOSS
2025-12-03 07:31:28.106734,2025-10-17 17:05:00,SHORT,TREND_FOLLOWING,202.87,206.9274,-11.023955800000003,STOP_LOSS
2025-12-03 07:31:28.105879,2025-10-17 17:08:00,SHORT,SNIPER_FVG,203.36,207.35,-16.219349999999924,STOP_LOSS
2025-12-03 07:31:28.150881,2025-10-17 19:33:00,SHORT,SNIPER_FVG,208.87,205.73695,12.04971029999999,TAKE_PROFIT
2025-12-03 07:31:28.174416,2025-10-17 20:40:00,SHORT,SNIPER_FVG,205.94,207.35,-5.561039999999987,STOP_LOSS
2025-12-03 07:31:28.188716,2025-10-17 21:22:00,SHORT,SNIPER_FVG,206.7,207.35,-2.540850000000022,STOP_LOSS
2025-12-03 07:31:28.194167,2025-10-18 14:01:00,SHORT,SNIPER_FVG,208.22,211.88,-14.171519999999987,STOP_LOSS
2025-12-03 07:31:28.352676,2025-10-18 14:31:00,SHORT,SNIPER_FVG,211.74,211.88,-0.5259799999999487,STOP_LOSS
2025-12-03 07:31:28.159241,2025-10-18 14:33:00,LONG,TREND_FOLLOWING,209.25,212.38875,8.032061249999968,TAKE_PROFIT
2025-12-03 07:31:28.219140,2025-10-18 14:40:00,LONG,SCALP_BB,209.49,212.63235,4.031635049999991,TAKE_PROFIT
2025-12-03 07:31:28.360369,2025-10-18 16:27:00,LONG,TREND_FOLLOWING,212.92,216.11379999999997,8.041988399999953,TAKE_PROFIT
2025-12-03 07:31:28.426104,2025-10-19 00:00:00,SHORT,SCALP_BB,213.46,216.6619,-4.050403499999994,STOP_LOSS
2025-12-03 07:31:28.376621,2025-10-19 07:12:00,LONG,TREND_FOLLOWING,216.08,219.3212,8.10299999999998,TAKE_PROFIT
2025-12-03 07:31:28.515538,2025-10-19 09:57:00,LONG,TREND_FOLLOWING,220.24,223.5436,8.133463199999973,TAKE_PROFIT
2025-12-03 07:31:28.515729,2025-10-19 10:27:00,SHORT,SNIPER_FVG,220.24,224.95,-17.394029999999926,STOP_LOSS
2025-12-03 07:31:28.544823,2025-10-19 20:16:00,SHORT,SNIPER_FVG,224.96,221.5856,12.09384960000003,TAKE_PROFIT
2025-12-03 07:31:28.546741,2025-10-19 20:19:00,LONG,TREND_FOLLOWING,225.1,220.59799999999998,-10.750776000000023,STOP_LOSS
2025-12-03 07:31:28.632684,2025-10-19 23:42:00,SHORT,TREND_FOLLOWING,218.79,223.1658,-10.764467999999995,STOP_LOSS
2025-12-03 07:31:28.633003,2025-10-19 23:49:00,SHORT,SNIPER_FVG,219.9,224.95,-18.538549999999937,STOP_LOSS
2025-12-03 07:31:28.660504,2025-10-19 23:50:00,SHORT,SNIPER_FVG,224.99,226.48,-5.201589999999933,STOP_LOSS
2025-12-03 07:31:28.660680,2025-10-19 23:51:00,SHORT,SNIPER_FVG,226.48,226.48,0.0,STOP_LOSS
2025-12-03 07:31:28.666944,2025-10-20 01:47:00,SHORT,SNIPER_FVG,228.44,229.06,-2.1210200000000152,STOP_LOSS
2025-12-03 07:31:28.663426,2025-10-20 02:22:00,LONG,TREND_FOLLOWING,227.16,230.56739999999996,7.813168199999925,TAKE_PROFIT
2025-12-03 07:31:28.689414,2025-10-20 12:00:00,LONG,TREND_FOLLOWING,233.04,228.3792,-10.477478399999988,STOP_LOSS
2025-12-03 07:31:28.743141,2025-10-20 12:01:00,LONG,SCALP_BB,230.52,227.06220000000002,-3.92806079999999,STOP_LOSS
2025-12-03 07:31:28.775106,2025-10-20 15:48:00,SHORT,SNIPER_FVG,227.34,229.06,-5.863479999999996,STOP_LOSS
2025-12-03 07:31:28.813177,2025-10-20 16:23:00,SHORT,SNIPER_FVG,229.04,229.06,-0.06728000000003442,STOP_LOSS
2025-12-03 07:31:28.818223,2025-10-20 16:57:00,SHORT,SNIPER_FVG,228.9,229.06,-0.5385599999999885,STOP_LOSS
2025-12-03 07:31:28.783238,2025-10-20 17:13:00,SHORT,SCALP_BB,226.73,230.13094999999998,-3.873682049999994,STOP_LOSS
2025-12-03 07:31:28.827032,2025-10-20 18:45:00,SHORT,SNIPER_FVG,228.71,229.06,-1.173899999999981,STOP_LOSS
2025-12-03 07:31:28.838174,2025-10-20 19:01:00,SHORT,SNIPER_FVG,228.9,229.06,-0.5356799999999886,STOP_LOSS
2025-12-03 07:31:28.843356,2025-10-20 19:21:00,SHORT,SNIPER_FVG,229.01,229.06,-0.167200000000038,STOP_LOSS
2025-12-03 07:31:28.844291,2025-10-20 19:29:00,SHORT,SNIPER_FVG,228.99,229.06,-0.23407999999997717,STOP_LOSS
2025-12-03 07:31:28.847434,2025-10-20 20:41:00,SHORT,SNIPER_FVG,228.95,229.06,-0.36784000000004563,STOP_LOSS
2025-12-03 07:31:28.855835,2025-10-20 22:05:00,SHORT,SNIPER_FVG,229.06,225.6241,11.479341900000014,TAKE_PROFIT
2025-12-03 07:31:28.774785,2025-10-20 23:48:00,SHORT,TREND_FOLLOWING,227.15,223.74275,7.748086500000011,TAKE_PROFIT
2025-12-03 07:31:28.869739,2025-10-21 00:06:00,SHORT,SNIPER_FVG,225.39,222.00914999999998,11.609838900000033,TAKE_PROFIT
2025-12-03 07:31:28.884400,2025-10-21 00:39:00,SHORT,TREND_FOLLOWING,223.71,220.35435,7.798530599999993,TAKE_PROFIT
2025-12-03 07:31:28.895274,2025-10-21 10:11:00,SHORT,TREND_FOLLOWING,219.46,223.8492,-10.591139599999972,STOP_LOSS
2025-12-03 07:31:28.888194,2025-10-21 10:20:00,SHORT,SNIPER_FVG,221.45,226.48,-17.906800000000004,STOP_LOSS
2025-12-03 07:31:28.987064,2025-10-21 10:41:00,SHORT,SNIPER_FVG,226.48,226.48,0.0,STOP_LOSS
2025-12-03 07:31:28.987229,2025-10-21 10:54:00,SHORT,SNIPER_FVG,227.21,229.06,-6.293699999999981,STOP_LOSS
2025-12-03 07:31:28.984748,2025-10-21 10:55:00,LONG,TREND_FOLLOWING,226.79,230.19184999999996,7.729003199999926,TAKE_PROFIT
2025-12-03 07:31:28.992363,2025-10-21 12:13:00,LONG,TREND_FOLLOWING,232.51,235.99764999999996,7.739095349999941,TAKE_PROFIT
2025-12-03 07:31:29.002113,2025-10-21 13:18:00,LONG,TREND_FOLLOWING,236.01,231.28979999999999,-10.39860060000001,STOP_LOSS
2025-12-03 07:31:29.014076,2025-10-21 17:16:00,LONG,SCALP_BB,229.67,226.22494999999998,-3.8584560000000105,STOP_LOSS
2025-12-03 07:31:29.042723,2025-10-21 18:25:00,SHORT,SNIPER_FVG,227.19,223.78215,11.579874299999988,TAKE_PROFIT
2025-12-03 07:31:29.045478,2025-10-21 18:25:00,SHORT,TREND_FOLLOWING,227.09,223.68365,7.7187891000000075,TAKE_PROFIT
2025-12-03 07:31:29.063649,2025-10-21 19:34:00,SHORT,TREND_FOLLOWING,223.65,220.29525,7.836695999999989,TAKE_PROFIT
2025-12-03 07:31:29.066091,2025-10-21 20:29:00,SHORT,SNIPER_FVG,221.8,218.473,11.754290999999993,TAKE_PROFIT
2025-12-03 07:31:29.101727,2025-10-22 05:19:00,SHORT,SNIPER_FVG,219.71,216.41435,11.973096449999982,TAKE_PROFIT
2025-12-03 07:31:29.081141,2025-10-22 05:43:00,SHORT,TREND_FOLLOWING,219.23,215.94154999999998,7.895568450000027,TAKE_PROFIT
2025-12-03 07:31:29.090011,2025-10-22 07:03:00,SHORT,SCALP_BB,217.96,214.69060000000002,3.9919373999999883,TAKE_PROFIT
2025-12-03 07:31:29.179180,2025-10-22 08:42:00,SHORT,TREND_FOLLOWING,216.34,220.6668,-10.842960799999977,STOP_LOSS
2025-12-03 07:31:29.206430,2025-10-22 10:01:00,LONG,TREND_FOLLOWING,220.48,223.78719999999996,8.079489599999917,TAKE_PROFIT
2025-12-03 07:31:29.242110,2025-10-22 13:54:00,LONG,SCALP_BB,222.22,218.8867,-4.0699593000000105,STOP_LOSS
2025-12-03 07:31:29.219162,2025-10-22 14:16:00,LONG,TREND_FOLLOWING,222.54,218.0892,-10.855501199999967,STOP_LOSS
2025-12-03 07:31:29.199623,2025-10-22 15:57:00,SHORT,SNIPER_FVG,219.81,216.51285,12.24231795000006,TAKE_PROFIT
2025-12-03 07:31:29.269636,2025-10-22 15:57:00,SHORT,SCALP_BB,219.52,216.2272,4.0139232,TAKE_PROFIT
2025-12-03 07:31:29.262734,2025-10-22 16:33:00,SHORT,TREND_FOLLOWING,219.05,215.76425,8.030373000000017,TAKE_PROFIT
2025-12-03 07:31:29.283993,2025-10-22 17:05:00,SHORT,TREND_FOLLOWING,215.75,212.51375,8.210366250000032,TAKE_PROFIT
2025-12-03 07:31:29.289820,2025-10-22 17:21:00,SHORT,SNIPER_FVG,210.97,211.88,-3.5681099999999866,STOP_LOSS
2025-12-03 07:31:29.291692,2025-10-22 17:33:00,SHORT,SNIPER_FVG,211.86,211.88,-0.0778399999999292,STOP_LOSS
2025-12-03 07:31:29.294366,2025-10-22 17:41:00,SHORT,SNIPER_FVG,211.66,211.88,-0.8571199999999956,STOP_LOSS
2025-12-03 07:31:29.295726,2025-10-22 17:45:00,SHORT,SNIPER_FVG,211.79,211.88,-0.3501000000000133,STOP_LOSS
2025-12-03 07:31:29.295900,2025-10-22 17:47:00,SHORT,SNIPER_FVG,211.88,211.88,0.0,STOP_LOSS
2025-12-03 07:31:29.303762,2025-10-22 18:35:00,SHORT,SNIPER_FVG,211.88,211.88,0.0,STOP_LOSS
2025-12-03 07:31:29.291492,2025-10-22 19:30:00,SHORT,TREND_FOLLOWING,211.98,216.21959999999999,-10.993282799999989,STOP_LOSS
2025-12-03 07:31:29.308056,2025-10-22 19:31:00,SHORT,SCALP_BB,213.37,216.57055,-4.11910784999999,STOP_LOSS
2025-12-03 07:31:29.319374,2025-10-23 02:16:00,SHORT,SCALP_BB,217.07,220.32604999999998,-4.060294349999985,STOP_LOSS
2025-12-03 07:31:29.327960,2025-10-23 02:17:00,LONG,TREND_FOLLOWING,217.54,220.80309999999997,8.12185589999995,TAKE_PROFIT
2025-12-03 07:31:29.421895,2025-10-23 12:51:00,LONG,SCALP_BB,221.46,224.78189999999998,4.075971299999964,TAKE_PROFIT
2025-12-03 07:31:29.362799,2025-10-23 12:52:00,SHORT,SNIPER_FVG,219.79,224.95,-19.071359999999988,STOP_LOSS
2025-12-03 07:31:29.381094,2025-10-23 12:52:00,LONG,TREND_FOLLOWING,221.66,224.98489999999998,8.152654799999963,TAKE_PROFIT
2025-12-03 07:31:29.479304,2025-10-23 12:55:00,SHORT,SNIPER_FVG,225.12,226.48,-4.8946399999999475,STOP_LOSS
2025-12-03 07:31:29.480290,2025-10-23 13:35:00,SHORT,SNIPER_FVG,226.32,226.48,-0.5702399999999879,STOP_LOSS
2025-12-03 07:31:29.487242,2025-10-23 15:05:00,SHORT,SNIPER_FVG,227.37,223.95945,12.090399750000001,TAKE_PROFIT
2025-12-03 07:31:29.502627,2025-10-24 00:21:00,SHORT,SNIPER_FVG,224.47,226.48,-7.300319999999967,STOP_LOSS
2025-12-03 07:31:29.501433,2025-10-24 00:25:00,LONG,SCALP_BB,224.23,227.59344999999996,4.029413099999966,TAKE_PROFIT
2025-12-03 07:31:29.480983,2025-10-24 00:30:00,LONG,TREND_FOLLOWING,225.22,228.59829999999997,8.064002099999922,TAKE_PROFIT
2025-12-03 07:31:29.589183,2025-10-24 00:32:00,SHORT,SNIPER_FVG,227.28,229.06,-6.342140000000004,STOP_LOSS
2025-12-03 07:31:29.609139,2025-10-24 07:03:00,SHORT,SCALP_BB,232.46,228.97310000000002,4.0692122999999905,TAKE_PROFIT
2025-12-03 07:31:29.595954,2025-10-24 07:23:00,LONG,TREND_FOLLOWING,233.37,228.70260000000002,-10.851704999999969,STOP_LOSS
2025-12-03 07:31:29.659678,2025-10-24 07:41:00,SHORT,SNIPER_FVG,228.64,229.06,-1.4859600000000561,STOP_LOSS
2025-12-03 07:31:29.664211,2025-10-24 08:30:00,LONG,TREND_FOLLOWING,229.62,233.06429999999997,8.07688349999993,TAKE_PROFIT
